Year,Settlement ID,Name,X,Y,Population,Growth Rate (%),Power Usage (MW),Power Usage Per Capita (kW)
2043,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1498,1.22%,2.14,1.428
2043,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1463,1.39%,2.09,1.428
2043,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1357,0.37%,1.94,1.428
2043,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1340,1.59%,1.91,1.428
2043,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1300,1.01%,1.86,1.428
2043,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1205,1.18%,1.72,1.428
2043,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,1124,0.00%,1.61,1.428
2043,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,1041,0.00%,1.49,1.428
2043,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,918,1.55%,1.31,1.428
2043,Money, Wicklow,Money,46342.992553,25341.695000,371,1.09%,0.53,1.428
2044,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,390121,0.80%,568.33,1.457
2044,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,359716,1.80%,524.04,1.457
2044,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,232559,1.00%,338.79,1.457
2044,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,263960,0.60%,384.54,1.457
2044,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,275781,1.00%,401.76,1.457
2044,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,240755,0.00%,350.73,1.457
2044,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,165922,1.00%,241.72,1.457
2044,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,92234,1.20%,134.37,1.457
2044,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,123308,0.00%,179.64,1.457
2044,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,67848,0.80%,98.84,1.457
2044,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,68029,0.80%,99.11,1.457
2044,Barna, Galway City,Barna,16332.211455,23418.185094,90840,1.60%,132.34,1.457
2044,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,47599,0.40%,69.34,1.457
2044,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,144850,0.20%,211.02,1.457
2044,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,131038,1.00%,190.90,1.457
2044,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,132254,0.00%,192.67,1.457
2044,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,249004,1.60%,362.75,1.457
2044,Grange A, Dublin City,Grange A,46131.369821,24442.605439,705228,0.00%,1027.38,1.457
2044,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,133262,0.20%,194.14,1.457
2044,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,46066,0.80%,67.11,1.457
2044,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,54966,1.00%,80.08,1.457
2044,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,25897,1.40%,37.73,1.457
2044,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,12298,0.80%,17.92,1.457
2044,Tramore, Waterford,Tramore,36049.887005,10091.581524,85632,0.40%,124.75,1.457
2044,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,56014,1.60%,81.60,1.457
2044,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,15342,0.00%,22.35,1.457
2044,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,84507,1.80%,123.11,1.457
2044,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,54698,0.20%,79.68,1.457
2044,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,9013,1.00%,13.13,1.457
2044,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,118558,1.80%,172.72,1.457
2044,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,71816,1.80%,104.62,1.457
2044,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,27193,1.80%,39.62,1.457
2044,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,7778,0.80%,11.33,1.457
2044,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,27034,0.80%,39.38,1.457
2044,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,37726,1.60%,54.96,1.457
2044,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,28319,0.20%,41.26,1.457
2044,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,6786,1.60%,9.89,1.457
2044,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,33055,0.80%,48.15,1.457
2044,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,12669,1.20%,18.46,1.457
2044,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,39822,0.80%,58.01,1.457
2044,Menlough, Galway City,Menlough,21545.142553,25266.612500,6399,0.99%,9.32,1.457
2044,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,6350,0.40%,9.25,1.457
2044,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,14526,0.00%,21.16,1.457
2044,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,8236,0.80%,12.00,1.457
2044,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,13197,0.60%,19.23,1.457
2044,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,5110,0.39%,7.44,1.457
2044,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,8851,0.60%,12.89,1.457
2044,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,9206,0.60%,13.41,1.457
2044,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4836,1.81%,7.05,1.457
2044,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,8396,0.20%,12.23,1.457
2044,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,3331,0.21%,4.85,1.457
2044,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,8943,0.00%,13.03,1.457
2044,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3776,0.00%,5.50,1.457
2044,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,5701,0.99%,8.31,1.457
2044,Glinn, Kerry,Glinn,3436.709811,9529.406481,4167,1.81%,6.07,1.457
2044,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,1983,1.59%,2.89,1.457
2044,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1659,1.22%,2.42,1.457
2044,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1616,1.83%,2.35,1.457
2044,Limerick, Wexford,Limerick,20992.235106,15797.987500,1260,0.24%,1.84,1.457
2044,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,112135,0.20%,163.36,1.457
2044,Cong, Mayo,Cong,13880.742852,30385.514766,54966,1.40%,80.08,1.457
2044,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,21988,1.20%,32.03,1.457
2044,Broadford, Limerick,Broadford,20182.311177,13747.937079,65561,0.20%,95.51,1.457
2044,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,28824,0.00%,41.99,1.457
2044,Teadies, Cork County,Teadies,16470.245908,3007.494644,13397,1.20%,19.52,1.457
2044,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,55776,1.00%,81.26,1.457
2044,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,45278,1.60%,65.96,1.457
2044,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,40313,1.00%,58.73,1.457
2044,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,47210,1.60%,68.78,1.457
2044,Fethard, Tipperary,Fethard,28668.946883,14906.046953,59911,0.40%,87.28,1.457
2044,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,75898,0.00%,110.57,1.457
2044,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,28852,1.40%,42.03,1.457
2044,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,34341,0.60%,50.03,1.457
2044,Fethard, Wexford,Fethard,39997.677660,9903.776250,2279,1.38%,3.32,1.457
2044,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,40169,0.00%,58.52,1.457
2044,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,26058,0.80%,37.96,1.457
2044,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,2269,1.61%,3.31,1.457
2044,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,4364,1.39%,6.36,1.457
2044,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,54765,1.80%,79.78,1.457
2044,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,2255,0.58%,3.29,1.457
2044,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,21126,0.40%,30.78,1.457
2044,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,26138,1.00%,38.08,1.457
2044,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,2201,1.20%,3.21,1.457
2044,Teltown, Meath,Teltown,40074.668148,28396.608869,25487,0.80%,37.13,1.457
2044,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,8309,1.60%,12.10,1.457
2044,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,4321,0.21%,6.29,1.457
2044,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,9962,0.40%,14.51,1.457
2044,Clogher, Donegal,Clogher,23927.667791,40784.311766,20565,1.20%,29.96,1.457
2044,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,4342,0.00%,6.33,1.457
2044,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,2158,1.41%,3.14,1.457
2044,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,31795,0.40%,46.32,1.457
2044,Grange North, Waterford,Grange North,30454.973754,7124.004766,4017,0.60%,5.85,1.457
2044,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,35179,1.00%,51.25,1.457
2044,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,2101,1.01%,3.06,1.457
2044,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,10826,1.20%,15.77,1.457
2044,Glassan, Westmeath,Glassan,32828.136921,26431.258396,34918,1.80%,50.87,1.457
2044,Doonane, Laois,Doonane,36926.634043,18371.965000,2000,0.40%,2.91,1.457
2044,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1999,0.40%,2.91,1.457
2044,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1974,1.18%,2.88,1.457
2044,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,28625,1.60%,41.70,1.457
2044,Sneem, Kerry,Sneem,7947.839650,5737.706381,8488,1.80%,12.37,1.457
2044,Roosky, Leitrim,Roosky,29232.949818,32104.608147,17267,0.60%,25.15,1.457
2044,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4964,0.79%,7.23,1.457
2044,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3789,1.20%,5.52,1.457
2044,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1904,0.42%,2.77,1.457
2044,Banna, Kerry,Banna,10370.937421,11415.663126,37050,1.00%,53.97,1.457
2044,Graney, Kildare,Graney,40569.468085,18763.125000,1866,0.81%,2.72,1.457
2044,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3590,0.79%,5.23,1.457
2044,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3584,1.59%,5.22,1.457
2044,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1804,1.81%,2.63,1.457
2044,Maghery, Donegal,Maghery,22959.918085,44115.881250,1779,1.02%,2.59,1.457
2044,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,5599,0.79%,8.16,1.457
2044,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,3513,1.21%,5.12,1.457
2044,Lahard, Kerry,Lahard,11961.991741,8296.519751,3396,0.59%,4.95,1.457
2044,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1724,0.82%,2.51,1.457
2044,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,4624,0.81%,6.74,1.457
2044,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1655,0.18%,2.41,1.457
2044,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,9236,0.40%,13.46,1.457
2044,Roslee, Mayo,Roslee,36463.298936,35489.125000,1564,0.77%,2.28,1.457
2044,Kyle, Clare,Kyle,46637.329787,24259.156250,1546,0.39%,2.25,1.457
2044,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1519,1.40%,2.21,1.457
2044,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1486,1.57%,2.16,1.457
2044,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1365,0.59%,1.99,1.457
2044,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1364,1.79%,1.99,1.457
2044,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1316,1.23%,1.92,1.457
2044,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1222,1.41%,1.78,1.457
2044,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,1126,0.18%,1.64,1.457
2044,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,1043,0.19%,1.52,1.457
2044,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,935,1.85%,1.36,1.457
2044,Money, Wicklow,Money,46342.992553,25341.695000,375,1.08%,0.55,1.457
2045,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,394022,1.00%,585.50,1.486
2045,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,359716,0.00%,534.52,1.486
2045,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,235350,1.20%,349.72,1.486
2045,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,266072,0.80%,395.37,1.486
2045,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,279090,1.20%,414.71,1.486
2045,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,241237,0.20%,358.47,1.486
2045,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,167913,1.20%,249.51,1.486
2045,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,93525,1.40%,138.97,1.486
2045,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,123555,0.20%,183.60,1.486
2045,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,68526,1.00%,101.83,1.486
2045,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,68709,1.00%,102.10,1.486
2045,Barna, Galway City,Barna,16332.211455,23418.185094,92475,1.80%,137.41,1.486
2045,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,47885,0.60%,71.15,1.486
2045,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,145429,0.40%,216.10,1.486
2045,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,132610,1.20%,197.05,1.486
2045,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,132519,0.20%,196.92,1.486
2045,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,253486,1.80%,376.67,1.486
2045,Grange A, Dublin City,Grange A,46131.369821,24442.605439,706638,0.20%,1050.03,1.486
2045,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,133795,0.40%,198.81,1.486
2045,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,46527,1.00%,69.14,1.486
2045,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,55626,1.20%,82.66,1.486
2045,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,26311,1.60%,39.10,1.486
2045,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,12421,1.00%,18.46,1.486
2045,Tramore, Waterford,Tramore,36049.887005,10091.581524,86146,0.60%,128.01,1.486
2045,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,57022,1.80%,84.73,1.486
2045,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,15373,0.20%,22.84,1.486
2045,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,84507,0.00%,125.57,1.486
2045,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,54917,0.40%,81.60,1.486
2045,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,9121,1.20%,13.55,1.486
2045,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,118558,0.00%,176.17,1.486
2045,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,71816,0.00%,106.71,1.486
2045,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,27193,0.00%,40.41,1.486
2045,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,7856,1.00%,11.67,1.486
2045,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,27304,1.00%,40.57,1.486
2045,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,38405,1.80%,57.07,1.486
2045,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,28432,0.40%,42.25,1.486
2045,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,6908,1.80%,10.26,1.486
2045,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,33386,1.00%,49.61,1.486
2045,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,12846,1.40%,19.09,1.486
2045,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,40220,1.00%,59.76,1.486
2045,Menlough, Galway City,Menlough,21545.142553,25266.612500,6476,1.20%,9.62,1.486
2045,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,6388,0.60%,9.49,1.486
2045,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,14555,0.20%,21.63,1.486
2045,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,8318,1.00%,12.36,1.486
2045,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,13303,0.80%,19.77,1.486
2045,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,5141,0.61%,7.64,1.486
2045,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,8922,0.80%,13.26,1.486
2045,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,9280,0.80%,13.79,1.486
2045,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4836,0.00%,7.19,1.486
2045,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,8430,0.40%,12.53,1.486
2045,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,3344,0.39%,4.97,1.486
2045,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,8961,0.20%,13.32,1.486
2045,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3784,0.21%,5.62,1.486
2045,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,5769,1.19%,8.57,1.486
2045,Glinn, Kerry,Glinn,3436.709811,9529.406481,4167,0.00%,6.19,1.486
2045,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,2019,1.82%,3.00,1.486
2045,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1682,1.39%,2.50,1.486
2045,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1616,0.00%,2.40,1.486
2045,Limerick, Wexford,Limerick,20992.235106,15797.987500,1265,0.40%,1.88,1.486
2045,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,112584,0.40%,167.29,1.486
2045,Cong, Mayo,Cong,13880.742852,30385.514766,55845,1.60%,82.98,1.486
2045,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,22296,1.40%,33.13,1.486
2045,Broadford, Limerick,Broadford,20182.311177,13747.937079,65823,0.40%,97.81,1.486
2045,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,28882,0.20%,42.92,1.486
2045,Teadies, Cork County,Teadies,16470.245908,3007.494644,13585,1.40%,20.19,1.486
2045,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,56445,1.20%,83.87,1.486
2045,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,46093,1.80%,68.49,1.486
2045,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,40797,1.20%,60.62,1.486
2045,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,48060,1.80%,71.41,1.486
2045,Fethard, Tipperary,Fethard,28668.946883,14906.046953,60270,0.60%,89.56,1.486
2045,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,76050,0.20%,113.01,1.486
2045,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,29314,1.60%,43.56,1.486
2045,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,34616,0.80%,51.44,1.486
2045,Fethard, Wexford,Fethard,39997.677660,9903.776250,2315,1.58%,3.44,1.486
2045,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,40249,0.20%,59.81,1.486
2045,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,26319,1.00%,39.11,1.486
2045,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,2310,1.81%,3.43,1.486
2045,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,4434,1.60%,6.59,1.486
2045,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,54765,0.00%,81.38,1.486
2045,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,2273,0.80%,3.38,1.486
2045,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,21253,0.60%,31.58,1.486
2045,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,26452,1.20%,39.31,1.486
2045,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,2232,1.41%,3.32,1.486
2045,Teltown, Meath,Teltown,40074.668148,28396.608869,25742,1.00%,38.25,1.486
2045,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,8459,1.81%,12.57,1.486
2045,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,4338,0.39%,6.45,1.486
2045,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,10022,0.60%,14.89,1.486
2045,Clogher, Donegal,Clogher,23927.667791,40784.311766,20853,1.40%,30.99,1.486
2045,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,4351,0.21%,6.47,1.486
2045,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,2193,1.62%,3.26,1.486
2045,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,31986,0.60%,47.53,1.486
2045,Grange North, Waterford,Grange North,30454.973754,7124.004766,4049,0.80%,6.02,1.486
2045,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,35601,1.20%,52.90,1.486
2045,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,2126,1.19%,3.16,1.486
2045,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,10978,1.40%,16.31,1.486
2045,Glassan, Westmeath,Glassan,32828.136921,26431.258396,34918,0.00%,51.89,1.486
2045,Doonane, Laois,Doonane,36926.634043,18371.965000,2012,0.60%,2.99,1.486
2045,Lackan, Wicklow,Lackan,43696.742553,21661.110000,2011,0.60%,2.99,1.486
2045,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,2002,1.42%,2.97,1.486
2045,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,29140,1.80%,43.30,1.486
2045,Sneem, Kerry,Sneem,7947.839650,5737.706381,8488,0.00%,12.61,1.486
2045,Roosky, Leitrim,Roosky,29232.949818,32104.608147,17405,0.80%,25.86,1.486
2045,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,5014,1.01%,7.45,1.486
2045,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3842,1.40%,5.71,1.486
2045,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1915,0.58%,2.85,1.486
2045,Banna, Kerry,Banna,10370.937421,11415.663126,37495,1.20%,55.72,1.486
2045,Graney, Kildare,Graney,40569.468085,18763.125000,1885,1.02%,2.80,1.486
2045,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3626,1.00%,5.39,1.486
2045,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3649,1.81%,5.42,1.486
2045,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1804,0.00%,2.68,1.486
2045,Maghery, Donegal,Maghery,22959.918085,44115.881250,1800,1.18%,2.67,1.486
2045,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,5655,1.00%,8.40,1.486
2045,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,3562,1.39%,5.29,1.486
2045,Lahard, Kerry,Lahard,11961.991741,8296.519751,3423,0.80%,5.09,1.486
2045,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1741,0.99%,2.59,1.486
2045,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,4670,0.99%,6.94,1.486
2045,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1662,0.42%,2.47,1.486
2045,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,9291,0.60%,13.81,1.486
2045,Roslee, Mayo,Roslee,36463.298936,35489.125000,1580,1.02%,2.35,1.486
2045,Kyle, Clare,Kyle,46637.329787,24259.156250,1555,0.58%,2.31,1.486
2045,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1543,1.58%,2.29,1.486
2045,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1513,1.82%,2.25,1.486
2045,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1376,0.81%,2.04,1.486
2045,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1364,0.00%,2.03,1.486
2045,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1334,1.37%,1.98,1.486
2045,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1242,1.64%,1.85,1.486
2045,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,1131,0.44%,1.68,1.486
2045,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,1047,0.38%,1.56,1.486
2045,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,935,0.00%,1.39,1.486
2045,Money, Wicklow,Money,46342.992553,25341.695000,380,1.33%,0.56,1.486
2046,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,398750,1.20%,604.37,1.516
2046,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,360435,0.20%,546.30,1.516
2046,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,238645,1.40%,361.71,1.516
